,Crime_Type,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Public_Complaints,Location,Ride_Duration_Minutes,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Road_Accidents_Reported,Nearby_CCTV_Cameras,Time_of_Day,Num_Police_Stations_Nearby
164,Burglary,9.0,59,1,0,5,Saket,9,1447.4081789663196,1.0,2.2,Completed,33.726584025060106,5.26080341279989,33,10,Sunny,2,7,Morning,2
165,Theft,1.0,58,1,1,8,Dadar,49,,1.0,4.8,Completed,28.592845227492337,7.129536266973361,49,47,Foggy,3,8,Afternoon,4
166,Theft,2.0,7,1,1,1,Bandra,79,205.2147536431337,2.0,2.7,Completed,19.86404191377854,9.500506213123332,97,46,Sunny,2,9,Afternoon,4
167,Fraud,1.0,53,1,0,6,Juhu,20,965.282753619228,2.0,4.2,Completed,17.015045832873376,4.978615024084809,26,47,Cloudy,2,6,Morning,0
168,Burglary,4.0,18,0,1,5,Connaught Place,62,690.4861295741086,1.5,3.5,Cancelled,32.98259299290467,1.276746644408843,23,40,Sunny,3,8,Morning,4
169,Harassment,10.0,28,1,1,3,Colaba,46,2323.9871626132144,1.5,2.3,Completed,42.25975147464847,8.181582321777285,44,29,Foggy,1,0,Night,3
170,Harassment,7.0,12,1,1,9,Dadar,98,854.9129383161762,1.2,1.5,Completed,17.451279395797147,7.35192855228074,44,7,Sunny,3,5,Evening,2
171,Burglary,7.0,12,1,1,9,Juhu,64,567.1545430988706,1.5,4.2,Cancelled,30.01175170307064,3.3208339658702544,38,19,Foggy,1,9,Morning,3
172,Fraud,6.0,36,1,0,2,Colaba,60,551.3923669797086,1.2,4.1,Completed,28.5263740128949,6.088363357562966,49,22,Rainy,4,3,Evening,0
173,Assault,5.0,29,1,1,6,Dadar,108,186.9454221312482,1.5,1.7,Cancelled,32.457858375047635,1.1920874283669154,62,14,Cloudy,2,1,Evening,3
174,Theft,4.0,11,0,0,5,Saket,10,1469.336800222536,1.5,2.0,Completed,30.572648013906196,5.050780529891815,34,9,Foggy,4,9,Night,2
175,Fraud,8.0,53,0,1,5,Saket,24,1102.6418553245392,1.5,4.1,Cancelled,19.547811235627545,4.290828544407055,67,42,Cloudy,1,1,Night,0
176,Burglary,7.0,6,1,0,0,Connaught Place,88,456.48460644360745,2.0,4.9,Completed,34.200459210160545,2.8824006823596267,48,25,Cloudy,4,5,Evening,2
177,Theft,10.0,21,0,0,8,Saket,28,1380.3389779943775,2.0,4.4,Completed,,1.9606581520288653,52,48,Sunny,0,3,Afternoon,4
178,Harassment,1.0,10,1,1,6,Andheri,95,1424.7264346788036,1.0,3.7,Completed,32.85477879192625,3.765301171736628,58,5,Sunny,1,4,Afternoon,4
179,Assault,6.0,59,1,1,4,Saket,71,1225.043522809205,1.5,4.7,Completed,20.49766735837219,9.393189850218189,59,48,Cloudy,1,9,Afternoon,0
180,Harassment,2.0,32,0,1,0,Karol Bagh,92,1006.0069879613646,2.0,2.1,Completed,12.88479603111482,5.380138454935109,42,29,Sunny,3,8,Afternoon,2
181,Burglary,4.0,47,0,1,9,Connaught Place,56,595.7460985977533,1.2,1.0,Completed,14.452815680617793,2.410766203342133,81,47,Rainy,1,7,Evening,0
182,Theft,5.0,33,1,1,1,Juhu,14,679.8024362386209,1.5,2.3,Completed,39.19336866032143,8.436581597022023,62,33,Rainy,4,3,Evening,2
183,Burglary,8.0,17,0,0,1,Dwarka,29,709.7663174798358,2.0,4.9,Completed,14.247434139158653,3.059481446005125,83,46,Sunny,2,1,Night,4
184,Theft,6.0,3,1,1,4,Dadar,96,1425.7058498239985,1.0,4.5,Completed,21.567962725635763,8.12588945021324,61,38,Cloudy,2,1,Night,0
185,Fraud,2.0,57,1,1,5,Colaba,86,1152.1951768090437,1.0,1.2,Completed,20.06746130021716,0.6585004089657014,71,23,Cloudy,3,2,Morning,3
186,Assault,5.0,43,1,1,8,Colaba,110,473.42073983858296,1.2,3.0,Completed,12.02508981923831,9.272059772620027,99,48,Rainy,0,6,Afternoon,4
187,Fraud,,18,1,1,7,Connaught Place,49,955.7288510844168,1.2,1.3,Completed,30.98318366804135,5.577958168524854,52,23,Foggy,4,6,Morning,3
188,Fraud,6.0,10,1,1,6,Colaba,82,911.1557782371952,2.0,4.2,Completed,37.9574914806651,7.750668506187542,29,40,Cloudy,0,6,Evening,1
189,Burglary,1.0,53,1,1,9,Dwarka,5,1227.584148993972,1.0,2.5,Completed,44.73154254262276,3.4850841481755825,39,16,Foggy,0,2,Morning,0
190,Assault,8.0,41,1,1,6,Lajpat Nagar,88,188.19717417470463,2.0,4.6,Completed,42.761122974290615,8.537145743079844,82,36,Sunny,1,8,Morning,2
191,Theft,3.0,39,1,1,3,Lajpat Nagar,115,1066.8438077008568,1.5,1.2,Completed,11.72641390857776,7.0707055280193405,23,26,Cloudy,2,6,Afternoon,4
192,Theft,5.0,43,0,1,1,Colaba,29,530.1962684715911,1.2,3.9,Completed,19.01280444939823,0.9475371117836184,34,5,Foggy,1,8,Night,4
193,Harassment,7.0,8,0,0,0,Bandra,80,237.9664590329642,1.2,2.6,Cancelled,24.42413915355065,0.8858864129442154,34,5,Sunny,4,8,Morning,4
194,Theft,,34,1,1,7,Saket,116,1111.071330061049,1.5,2.1,Completed,40.62550215771109,3.929821867778752,82,41,Cloudy,0,6,Evening,0
195,Burglary,10.0,37,1,1,3,Dadar,107,530.8867346092087,1.5,3.1,Cancelled,,0.9928488121650854,66,28,Cloudy,3,4,Evening,3
196,Fraud,6.0,41,1,0,9,Dadar,114,1108.679428322501,1.5,2.9,Completed,29.960932037121545,0.9113674530028664,36,17,Rainy,3,7,Night,2
197,Fraud,5.0,33,1,1,1,Andheri,77,285.53357758842503,1.0,2.4,Cancelled,33.08575491409589,4.087530752215237,68,32,Sunny,0,9,Morning,2
198,Fraud,7.0,49,1,0,5,Lajpat Nagar,13,,1.0,3.6,Completed,20.428555779988,2.692853390766034,36,37,Cloudy,0,2,Morning,2
199,Assault,10.0,10,1,1,2,Juhu,46,1214.9416227366291,1.5,3.6,Completed,30.367919047477983,3.83294664132773,31,30,Sunny,0,5,Afternoon,1
200,Theft,3.0,40,1,1,1,Andheri,67,469.2700896946358,1.2,1.3,Completed,11.780992688874436,4.333276091681251,30,21,Cloudy,3,7,Afternoon,2
201,Burglary,2.0,18,1,0,6,Karol Bagh,109,1123.760168389764,1.2,3.4,Completed,26.80641494249239,1.3139686147489438,45,29,Rainy,3,2,Afternoon,0
202,Assault,4.0,25,1,1,3,Juhu,29,246.90981985149736,1.0,3.8,Completed,23.248750849284452,6.256459483123392,64,36,Rainy,1,8,Night,1
203,Harassment,3.0,42,0,1,4,Saket,98,997.4843056447176,1.0,1.3,Completed,22.45141090833545,3.8049433491005296,73,6,Foggy,3,1,Afternoon,3
204,Burglary,4.0,41,1,0,5,Colaba,52,136.47345382077728,1.2,3.6,Completed,18.221251475887016,7.727077843164608,84,47,Sunny,1,0,Night,4
205,Burglary,7.0,36,1,1,6,Bandra,59,533.4118166620792,2.0,4.2,Cancelled,38.62069826118932,9.916722261180231,82,34,Sunny,4,9,Morning,3
206,Burglary,5.0,2,1,1,6,Colaba,108,1468.770690716735,1.0,4.3,Completed,40.86730515956568,4.124560654927448,45,18,Foggy,0,5,Afternoon,1
207,Fraud,,19,1,1,3,Juhu,96,225.3345426017778,1.0,1.2,Cancelled,41.08449668701061,7.548476768888227,86,17,Cloudy,4,5,Night,1
208,Burglary,6.0,10,1,1,7,Dadar,70,916.2648470394332,1.2,3.8,Completed,23.863744433999607,3.3047678183986946,78,41,Cloudy,3,3,Morning,4
209,Theft,7.0,49,0,1,3,Andheri,93,152.37780965059451,1.5,4.2,Completed,19.07064543022445,8.206934965184953,62,15,Sunny,2,1,Afternoon,3
210,Burglary,5.0,3,0,1,3,Saket,86,1020.6317567175752,1.2,2.6,Completed,13.44443024009432,6.988516591506525,30,49,Rainy,2,2,Afternoon,1
211,Fraud,7.0,53,1,1,7,Andheri,28,454.0601217927919,1.0,3.2,Cancelled,33.53426842512954,2.86754311337693,66,13,Sunny,3,1,Morning,3
212,Burglary,3.0,19,1,1,8,Andheri,86,499.4646221135125,1.5,2.1,Completed,21.55587177820841,4.876071416298961,47,40,Rainy,2,3,Evening,0
213,Harassment,7.0,51,0,0,5,Andheri,95,539.8136761780659,2.0,2.2,Completed,19.68331928146293,8.158464836985614,47,26,Rainy,4,9,Evening,3
214,Harassment,3.0,26,1,1,1,Saket,48,347.47738120713336,1.5,3.0,Completed,23.000334200155397,7.239841068816011,54,8,Rainy,1,7,Afternoon,0
215,Fraud,6.0,54,1,1,9,Karol Bagh,60,,2.0,1.6,Completed,29.415328748671406,0.8004623528168793,26,35,Cloudy,2,1,Afternoon,1
216,Theft,8.0,51,0,1,7,Saket,39,1363.4561714732577,1.2,2.5,Completed,,0.5146815174026592,46,47,Rainy,4,6,Night,3
217,Theft,6.0,51,1,0,9,Bandra,38,1311.522083476642,1.5,2.2,Completed,43.64681421857933,7.661638037140147,46,42,Sunny,1,3,Evening,3
218,Assault,10.0,47,1,0,8,Bandra,106,,1.5,2.0,Completed,35.64149330891963,4.809688738245973,66,45,Cloudy,2,5,Night,1
219,Fraud,3.0,25,1,1,8,Lajpat Nagar,10,388.49501583479366,1.2,2.9,Completed,11.63749822404262,5.3591131648244925,24,5,Cloudy,4,0,Morning,0
220,Burglary,5.0,50,1,1,7,Karol Bagh,53,937.727496002051,2.0,4.4,Completed,20.737572496382093,9.664168468858016,56,23,Cloudy,2,0,Evening,0
221,Fraud,9.0,17,1,1,1,Lajpat Nagar,20,1457.03795201525,2.0,2.0,Completed,11.759535300909963,1.756048751010696,40,13,Foggy,4,6,Afternoon,2
222,Assault,8.0,10,1,1,4,Andheri,91,926.9852043417916,2.0,3.6,Completed,18.032121977955143,0.806043729504625,88,16,Rainy,4,6,Morning,3
223,Fraud,6.0,56,1,1,1,Saket,96,524.2975544285121,1.5,2.0,Completed,20.030681146695063,2.295226836558361,61,43,Foggy,3,6,Morning,1
224,Fraud,9.0,46,1,1,0,Andheri,17,1235.2359612836892,1.5,1.6,Completed,35.129290477714704,7.269128021594217,82,47,Foggy,0,2,Night,1
225,Assault,2.0,51,0,0,3,Colaba,16,246.3742973543714,2.0,4.8,Cancelled,35.155894942019714,2.2305845845629184,21,38,Cloudy,3,5,Night,1
226,Theft,9.0,55,1,1,6,Juhu,15,1328.5257310092393,2.0,3.5,Completed,,5.522158505144411,70,15,Rainy,3,9,Evening,3
227,Burglary,10.0,50,0,1,0,Lajpat Nagar,51,1463.2813456733174,1.2,1.4,Completed,30.58446763931943,8.628640353158264,37,41,Cloudy,2,7,Afternoon,4
228,Assault,10.0,11,1,1,2,Colaba,64,1453.0963482270834,2.0,3.5,Completed,43.63187209173893,8.483602017161246,54,21,Rainy,3,7,Night,1
229,Harassment,6.0,11,1,1,4,Karol Bagh,53,264.16001695290333,1.2,1.7,Completed,31.992776585421343,2.4976289246178824,29,21,Foggy,3,7,Morning,1
230,Theft,9.0,12,1,1,9,Connaught Place,56,846.9308849029193,2.0,4.6,Completed,43.61915640108379,9.023316183548877,58,20,Cloudy,2,9,Morning,4
231,Harassment,4.0,40,0,1,8,Dwarka,65,898.1325929850217,2.0,2.0,Completed,23.319569093944207,9.941398013890298,51,48,Cloudy,4,6,Evening,1
232,Theft,5.0,48,0,0,8,Dwarka,90,332.63195610940494,2.0,4.2,Completed,26.09224019032748,9.75317507253291,56,27,Foggy,0,3,Afternoon,3
233,Burglary,2.0,57,1,1,9,Bandra,99,842.8271534789706,1.0,1.8,Completed,27.34202791987605,8.9663154465556,84,47,Sunny,2,4,Morning,4
234,Burglary,3.0,56,1,0,6,Juhu,95,987.4794822609568,1.0,3.2,Completed,42.33814831467553,1.0996072044575187,36,44,Rainy,2,5,Evening,2
235,Fraud,1.0,8,1,1,6,Dadar,95,,1.2,4.6,Completed,23.30983684974276,6.458215594046871,55,44,Cloudy,4,0,Afternoon,4
236,Harassment,4.0,24,1,1,9,Juhu,44,507.7371114292776,2.0,2.2,Cancelled,44.41964429284312,4.679636267707407,46,16,Sunny,0,1,Night,0
237,Theft,2.0,14,1,1,2,Dwarka,94,137.3458246780715,1.0,1.3,Completed,29.00941123002011,3.1533221029035383,67,27,Rainy,3,5,Night,2
238,Burglary,2.0,23,0,1,6,Connaught Place,75,1437.397061890386,2.0,3.2,Completed,17.634225288678422,3.497413767438115,58,23,Foggy,1,2,Evening,1
239,Assault,1.0,50,0,1,0,Dwarka,79,1215.2430956129951,1.2,1.7,Completed,13.629081700901994,9.459269336267234,84,36,Foggy,3,2,Evening,1
240,Burglary,10.0,56,0,1,0,Saket,57,,2.0,3.9,Completed,16.05054625703088,9.544220973049516,57,5,Foggy,4,3,Evening,3
241,Assault,2.0,53,1,0,0,Andheri,65,81.57943391568395,2.0,3.4,Completed,11.374896002218392,1.4619785202501154,81,19,Cloudy,0,0,Afternoon,1
242,Theft,4.0,54,1,1,8,Karol Bagh,26,955.248201658542,1.0,2.4,Completed,34.23085886427415,2.434866105085081,33,28,Foggy,2,4,Afternoon,0
243,Burglary,6.0,36,0,1,3,Colaba,108,311.9113764139694,2.0,3.8,Completed,28.091646302706344,9.220692341073793,87,30,Sunny,0,7,Afternoon,2
244,Burglary,7.0,17,0,1,5,Connaught Place,87,1009.4904203926808,1.0,2.0,Cancelled,35.827336239463136,6.332286993228483,66,44,Cloudy,4,7,Afternoon,3
245,Theft,7.0,45,1,1,3,Dwarka,42,950.6754619143668,1.5,4.7,Completed,37.37917425865116,7.209774458416413,62,28,Cloudy,0,6,Night,0
246,Burglary,7.0,5,1,1,7,Dwarka,88,1285.2917686126711,1.0,2.4,Completed,42.597710415167775,3.801369070364825,21,14,Foggy,4,6,Night,2
247,Assault,4.0,3,1,1,1,Saket,65,420.37943820646143,1.5,4.1,Completed,14.094941469109065,2.792379480720865,57,10,Sunny,0,3,Afternoon,3
248,Burglary,5.0,9,0,1,4,Colaba,87,89.81957948366613,1.0,2.0,Completed,16.513613544159515,4.732065506072692,78,6,Foggy,0,8,Evening,4
249,Harassment,3.0,20,1,1,8,Andheri,87,1375.4607750950915,1.5,3.9,Completed,29.189601254015997,3.737167200470701,67,38,Sunny,0,5,Morning,1
250,Fraud,1.0,58,1,1,4,Andheri,104,1367.5222412957378,1.0,1.1,Completed,14.53335095098134,9.473076987037016,97,22,Rainy,1,1,Morning,1
251,Assault,8.0,50,1,0,1,Juhu,51,710.9963345207011,2.0,2.2,Completed,13.24526042768262,2.06669950484466,32,28,Rainy,2,4,Morning,0
252,Harassment,10.0,20,0,1,3,Lajpat Nagar,31,163.2276854443295,1.0,1.4,Completed,33.32181595965311,9.921300311431333,63,16,Sunny,1,6,Night,1
253,Theft,7.0,51,1,0,1,Karol Bagh,85,772.0550338100028,1.5,2.8,Completed,35.364903051899205,9.111325051041108,38,28,Sunny,0,7,Evening,3
254,Assault,9.0,19,1,1,1,Andheri,22,809.8206201263307,1.5,2.7,Completed,39.51901725131532,5.925955081589637,31,12,Rainy,2,6,Afternoon,2
255,Fraud,10.0,21,1,1,1,Colaba,24,1241.501934071303,1.2,2.4,Completed,42.05113374346336,3.753047413453515,79,5,Rainy,3,9,Morning,2
256,Fraud,4.0,16,1,1,3,Saket,112,1089.7970943309836,2.0,4.9,Completed,25.487480562910942,7.3746205968268015,50,49,Cloudy,0,2,Evening,2
257,Theft,5.0,33,1,1,6,Karol Bagh,46,152.66663509645585,2.0,2.0,Completed,44.29560183734006,5.066312533602669,53,29,Cloudy,0,4,Night,2
258,Theft,5.0,5,1,1,2,Colaba,45,1072.7395358341994,1.2,4.2,Completed,11.326044744590488,4.061890053248121,60,14,Cloudy,2,8,Evening,2
259,Assault,7.0,24,1,1,4,Bandra,76,246.8222293703659,1.5,2.8,Completed,40.45446677060446,3.6589701034227113,42,40,Foggy,3,5,Afternoon,1
260,Burglary,9.0,15,0,0,9,Colaba,62,179.73443922175676,1.0,2.3,Completed,21.251655032462093,1.2616664217814848,92,45,Cloudy,0,9,Afternoon,2
261,Theft,8.0,26,0,1,7,Dwarka,44,6279.80340580588,1.2,1.8,Completed,42.26000757448202,4.629464702997431,35,11,Cloudy,0,3,Night,0
262,Burglary,,44,0,1,4,Andheri,79,162.1772299095545,1.2,3.5,Cancelled,17.79115354580978,2.854471049299728,91,33,Rainy,4,5,Morning,1
263,Harassment,1.0,25,1,0,4,Andheri,34,1252.4400409882458,1.2,2.3,Completed,35.93477790567498,0.6850925779289434,50,30,Cloudy,1,0,Evening,2
264,Fraud,10.0,28,0,1,5,Andheri,16,721.5373182596894,1.2,4.3,Completed,24.890987161095687,2.716371671169232,74,46,Foggy,2,2,Night,3
265,Burglary,6.0,33,1,1,8,Colaba,66,901.1554457100708,1.2,4.9,Completed,23.35126940090016,2.730278743308237,61,39,Sunny,1,3,Afternoon,4
266,Fraud,10.0,46,1,0,1,Andheri,66,886.4535590811092,1.5,1.9,Completed,12.079680795020142,3.3711476646042646,42,36,Rainy,0,6,Afternoon,2
267,Burglary,9.0,18,0,1,0,Connaught Place,91,1468.2591902074396,1.2,1.5,Completed,34.70691043510982,9.48089773744444,57,44,Cloudy,1,1,Night,2
268,Harassment,7.0,18,1,1,5,Andheri,74,1377.8846350721433,1.5,2.3,Completed,16.137346610381925,9.046668639867868,42,36,Foggy,3,6,Afternoon,1
269,Theft,1.0,38,0,1,8,Connaught Place,103,1281.235685238784,1.5,2.9,Cancelled,26.204760886678457,0.8041586252611246,45,37,Rainy,0,7,Morning,1
270,Harassment,9.0,33,1,1,4,Bandra,19,605.7403790240455,1.0,2.2,Completed,14.94578399592963,2.762729869859531,59,22,Rainy,2,7,Evening,4
271,Theft,3.0,27,1,0,8,Colaba,106,260.39456573222697,1.2,4.9,Completed,31.156723634620096,4.701450653980358,22,43,Cloudy,4,6,Afternoon,0
272,Theft,9.0,49,1,1,1,Juhu,96,908.2071536352591,1.2,4.1,Cancelled,18.087143215181456,3.138927516160924,20,26,Sunny,0,7,Morning,0
273,Fraud,4.0,50,0,1,4,Saket,11,688.458308909596,1.0,4.9,Completed,30.80387857909442,4.254801864945598,96,19,Sunny,2,7,Afternoon,0
274,Harassment,9.0,15,1,1,8,Saket,10,377.0136459983082,2.0,2.5,Completed,43.13155231339298,8.390870117345825,69,45,Sunny,3,0,Night,2
275,Burglary,8.0,44,1,0,3,Connaught Place,31,191.65356712862075,2.0,2.2,Completed,42.23214751342438,5.908171965468141,46,27,Cloudy,4,0,Night,1
276,Harassment,7.0,13,1,1,2,Colaba,6,682.3352811247187,1.2,2.6,Completed,17.016252568814934,4.4833553689797085,63,45,Sunny,0,6,Night,2
277,Fraud,4.0,52,1,1,6,Colaba,10,993.7581944660982,2.0,3.1,Completed,13.471496331110927,5.115508529607946,74,41,Rainy,1,7,Morning,1
278,Theft,9.0,34,1,1,4,Lajpat Nagar,65,956.8152299189898,1.2,4.0,Completed,11.49313858174484,3.109770908768169,94,17,Cloudy,1,8,Afternoon,4
279,Fraud,4.0,4,1,1,3,Saket,36,1172.186087740581,2.0,4.5,Completed,38.99766168868055,2.4950603915573515,34,26,Foggy,0,4,Evening,0
280,Assault,1.0,35,1,1,1,Dadar,33,726.5042090403196,1.5,2.9,Completed,18.725765379079267,2.5176626319402247,63,49,Sunny,2,1,Morning,0
281,Assault,6.0,19,0,1,1,Dwarka,102,516.3773841277899,2.0,2.2,Completed,19.937807752455413,8.086814665419777,88,26,Rainy,3,9,Night,1
282,Burglary,4.0,31,1,1,8,Colaba,69,831.1156046963972,2.0,2.3,Completed,17.918584742210292,2.337767432613947,88,33,Cloudy,2,6,Afternoon,3
283,Fraud,10.0,25,1,1,6,Saket,19,1463.7587866656283,1.5,3.8,Completed,39.40293843276867,9.156089130620648,41,7,Rainy,2,3,Night,1
284,Burglary,3.0,40,1,1,0,Lajpat Nagar,14,115.38128016715984,1.0,3.3,Completed,44.26156983922058,4.768852192060175,81,23,Sunny,1,9,Afternoon,1
285,Burglary,5.0,12,1,1,4,Saket,14,816.5654146863178,1.5,2.9,Completed,36.43153278255124,5.567961176883522,70,48,Cloudy,0,4,Night,3
286,Assault,3.0,12,0,1,5,Dadar,14,527.4335284447682,2.0,1.8,Cancelled,38.82522511642166,6.304259298024072,58,40,Cloudy,4,0,Night,1
287,Burglary,9.0,42,1,1,4,Juhu,41,202.75784643742384,1.2,4.5,Completed,31.71751611817682,3.409341406697431,41,43,Sunny,1,3,Night,0
288,Assault,,25,1,1,7,Lajpat Nagar,36,680.2723206479611,1.2,4.1,Completed,28.507121793876752,9.00783595712932,26,10,Cloudy,1,4,Afternoon,2
289,Theft,3.0,33,0,1,6,Colaba,40,979.6879884751564,2.0,1.6,Completed,35.25523016766803,6.279056815056572,69,18,Rainy,0,8,Night,1
290,Fraud,5.0,37,1,0,3,Andheri,68,815.8400725035335,1.0,2.5,Cancelled,11.25170075821771,9.045272948387924,73,32,Sunny,4,4,Morning,3
291,Burglary,8.0,28,1,1,4,Colaba,93,92.30588188336546,1.2,3.2,Completed,12.149018396118883,5.321257621972064,93,35,Rainy,4,4,Night,0
292,Assault,8.0,52,0,1,2,Andheri,19,889.720323508182,1.0,2.8,Completed,34.054572100166425,0.8701856354395692,31,49,Rainy,2,7,Night,0
293,Harassment,6.0,43,1,1,6,Saket,77,386.4037465110307,1.2,2.6,Completed,21.727448760547038,0.7959022292112541,81,30,Sunny,1,3,Morning,0
294,Burglary,5.0,9,1,1,8,Colaba,20,545.1410048094228,1.0,3.9,Completed,27.109202475689614,3.423071360368936,57,10,Cloudy,2,6,Afternoon,4
295,Theft,5.0,14,0,1,1,Juhu,109,502.6968777257367,1.2,1.2,Cancelled,37.36973972809685,8.549601877154737,96,46,Rainy,4,4,Night,2
296,Theft,1.0,3,1,1,8,Saket,87,1294.8442962735114,1.2,2.9,Completed,30.200526794242688,3.0312346849944416,86,7,Sunny,0,4,Morning,3
297,Harassment,2.0,5,0,1,3,Colaba,50,118.98087557271396,1.2,2.0,Completed,38.18416561320702,5.102151601607231,89,13,Foggy,2,5,Night,4
298,Assault,4.0,56,1,1,7,Dadar,48,554.595290434354,1.2,1.3,Completed,24.670433475972523,2.4146410566781653,60,7,Foggy,0,7,Night,3
299,Burglary,,26,1,0,9,Dadar,80,622.4836884496121,2.0,2.9,Completed,20.059817354004068,7.625521419121221,86,21,Rainy,2,6,Night,2
300,Assault,7.0,53,0,1,2,Dwarka,39,947.3096820513532,1.2,1.7,Completed,18.21929181093541,6.862620251332297,21,31,Rainy,0,7,Afternoon,1
301,Theft,1.0,41,1,1,6,Dwarka,55,1193.9990302954789,1.0,2.0,Cancelled,14.608833287561898,9.073747408090894,76,18,Sunny,0,2,Evening,3
302,Assault,8.0,18,1,1,7,Dadar,111,1105.114449614212,1.0,3.0,Completed,11.287878279588542,3.873156755452184,78,41,Sunny,1,8,Morning,4
303,Theft,1.0,38,1,1,3,Bandra,62,1141.3020497728485,1.5,4.9,Completed,11.86021554891916,9.856467174967428,49,44,Cloudy,0,4,Evening,3
304,Assault,9.0,21,1,1,8,Saket,9,328.96117364000605,1.0,3.7,Completed,19.484958949648497,8.83784610903094,80,8,Sunny,4,6,Night,2
305,Harassment,4.0,57,1,1,9,Karol Bagh,42,,1.2,2.1,Completed,19.74444080205995,4.760197805005812,68,46,Cloudy,0,0,Night,3
306,Fraud,7.0,39,1,1,9,Lajpat Nagar,10,650.5155852184643,1.0,2.5,Completed,23.362458516162373,8.67261348128178,68,12,Rainy,0,0,Night,1
307,Harassment,6.0,16,1,1,8,Andheri,55,66.108094878498,1.2,2.6,Completed,30.706607993382693,4.535829251578645,62,15,Cloudy,3,6,Night,2
308,Harassment,9.0,40,1,1,9,Bandra,18,1018.7394640230508,1.2,1.6,Completed,36.57548372962212,7.981355004895879,36,26,Rainy,1,5,Morning,0
309,Fraud,2.0,23,0,0,1,Karol Bagh,52,925.8040586145468,1.5,1.6,Completed,16.919675282056502,3.920674135215753,77,37,Sunny,1,2,Night,4
310,Fraud,7.0,29,1,1,2,Colaba,16,232.63857087931004,2.0,1.6,Completed,,2.925514891582491,92,46,Sunny,1,4,Morning,1
311,Burglary,5.0,10,1,1,2,Colaba,118,1441.8080278435414,1.0,3.1,Completed,14.864633472697871,7.507328493445904,39,48,Rainy,1,4,Night,4
312,Burglary,7.0,58,1,1,1,Colaba,90,864.2684246784368,1.0,3.7,Completed,44.60427672414556,9.6637035696912,96,36,Cloudy,1,6,Evening,1
313,Harassment,1.0,5,1,1,6,Bandra,113,730.43278014803,1.2,3.4,Completed,19.97618240789147,7.401186946693815,73,28,Foggy,3,1,Morning,0
314,Harassment,10.0,11,1,1,6,Juhu,56,627.2772219542414,1.0,4.9,Completed,39.30672551464522,9.776090148749468,77,6,Rainy,0,5,Morning,0
315,Theft,,29,0,1,5,Bandra,109,354.28449867074386,1.0,1.5,Completed,16.666303976120368,9.245068482668556,23,35,Foggy,2,6,Morning,0
316,Theft,1.0,53,1,0,4,Juhu,118,1431.5785733573307,2.0,4.9,Completed,43.27249731530399,4.5498015451613405,91,11,Rainy,0,4,Morning,1
317,Burglary,5.0,45,1,1,7,Lajpat Nagar,72,1068.130026659721,1.0,2.9,Completed,38.931937482427415,5.297750185361354,83,25,Cloudy,1,0,Afternoon,4
318,Burglary,8.0,27,0,1,7,Dwarka,111,873.0254359416375,1.2,1.9,Completed,22.578624119146195,2.3090564645673903,28,42,Cloudy,4,3,Evening,3
319,Theft,1.0,52,1,1,3,Lajpat Nagar,63,965.2402926052716,2.0,4.8,Completed,24.751510413319902,4.672216921084972,54,16,Foggy,3,1,Night,4
320,Theft,7.0,34,1,0,2,Dwarka,22,1268.6096647557808,1.0,2.9,Completed,10.134329773304165,7.788439138366563,47,7,Rainy,2,1,Afternoon,3
321,Assault,2.0,14,1,1,0,Connaught Place,57,971.7944074231406,1.2,2.4,Cancelled,18.800128550953804,5.463602447486749,46,20,Sunny,1,0,Evening,1
322,Assault,7.0,41,0,1,6,Lajpat Nagar,35,216.15655700849183,1.2,1.9,Completed,20.1253759583183,9.747699079396131,90,26,Foggy,2,4,Afternoon,1
323,Theft,7.0,42,0,1,5,Karol Bagh,39,1061.077980296132,1.0,2.1,Completed,25.845854463597497,1.5918212239825502,69,15,Cloudy,3,0,Afternoon,2
324,Assault,9.0,10,0,1,2,Saket,8,869.0605950445155,2.0,4.9,Completed,14.866743489830837,5.32353626846194,64,43,Foggy,1,3,Morning,3
325,Fraud,6.0,42,1,0,2,Dwarka,13,1451.1989561104397,1.5,2.2,Completed,26.75684108427873,5.555062646992457,33,18,Foggy,3,9,Evening,4
326,Burglary,4.0,58,1,1,1,Andheri,113,,1.2,4.9,Completed,33.39639698967382,1.9138144471965164,48,46,Rainy,3,4,Night,3
327,Burglary,7.0,51,1,1,7,Colaba,19,548.8042281713792,1.0,2.3,Completed,22.994880435016142,8.07214480911875,79,17,Rainy,0,9,Afternoon,0
328,Theft,7.0,11,1,1,7,Lajpat Nagar,46,246.3268845412753,1.5,1.9,Completed,18.12683464479341,8.272366539064084,48,20,Cloudy,1,0,Afternoon,1
329,Harassment,,11,1,1,5,Juhu,63,749.3068590806429,1.2,1.7,Cancelled,29.17007704338632,9.025201838756054,76,32,Rainy,1,2,Morning,0
330,Theft,2.0,35,1,0,7,Dadar,89,1035.0637071770852,2.0,2.6,Completed,11.015136603609694,9.401866196588651,80,11,Foggy,4,6,Night,0
331,Assault,9.0,19,0,1,7,Saket,100,307.0495009650398,1.5,1.9,Completed,21.92931077717568,7.600617185910616,79,22,Sunny,0,1,Evening,0
